Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName
Maranayakana Halli,Chikkajala B.O,562157,Bangalore North,BANGALORE,KARNATAKA
MVIT COLLEGE,Hunasamaranahalli B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Bettahalasur,Bettahalsur S.O,562157,Bangalore North,BANGALORE,KARNATAKA
Govt Primary School,Vidyanagara B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Kuduragere,Tarahunise B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Papanahalli,Tarahunise B.O,562157,Bangalore North,BANGALORE,KARNATAKA
PG Hostel,Vidyanagara B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Settigere,Doddajala B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Suggatta,Hunasamaranahalli B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Veerendra(P) Ltd Bill,Vidyanagara B.O,562157,Bangalore North,BANGALORE,KARNATAKA
Avverahalli,Averahalli B.O,562159,Bangalore North,BANGALORE,KARNATAKA
K.G. Lakkenahalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Madanaiyakanahalli,Madanayakanahalli S.O,562162,Bangalore North,BANGALORE,KARNATAKA
Alur,Aluru B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Bylakonenahalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Hanumantha Sagara,Madavara B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Hullegowdanahalli,Hullegowdanahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Dasanapura,Dasanapura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Huchana Palya,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kachohalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kadaranahalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Mariyanapalya,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Mathahalli,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Siddanahosahalli,Madavara B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Bommasettihalli,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Dombarahalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Harokyathanahalli,Makali B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Bethanagere,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Govindapura,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Hanumantha Sagara,Madanayakanahalli S.O,562162,Bangalore North,BANGALORE,KARNATAKA
Heggadadevanapura,Aluru B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Hosahalli Palya,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kammasandra,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Muniyanapalya,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Adakamaranahalli,Makali B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Agrahara Palya,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Gejjagadahalli,Shivanapura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Gowdahalli,Shivanapura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Huskur,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kenganahalli,Hullegowdanahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Makali,Makali B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Shivanapura,Shivanapura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Torenagasandra,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kuduragere,Aluru B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Lakshmipura,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Madanaiyakanahalli,Madavara B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Madavara,Madavara B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Rampalya,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Vaderahalli,Mathahalli B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Gangondanahalli,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
K.G.Srikantapura,Lakshmipura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Kenganahalli,Shivanapura B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Syadamipalya,Huskur B.O,562162,Bangalore North,BANGALORE,KARNATAKA
Budumanahalli,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Challahalli,Doddatumkur B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Adde Vishwanathapura,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Kakkehalli,Doddatumkur B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Shanubhoganahalli,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Arakere,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Chokkanahalli,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Haniyur,Doddatumkur B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Sreeramanahalli,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Kadathanamale,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
Byrapura,Arakere B.O,562163,Bangalore North,BANGALORE,KARNATAKA
